formula
B0.815 Si0.06 Fe0.125 
Al0.12 Cu0.78 Ce0.1 
Al0.35 Ni0.4 La0.25 
Al0.25 Ni0.27 Zr0.48 
Mg0.307 Ca0.231 Ag0.462 
Ti0.4 Cu0.34 Zr0.1 Pd0.16 
Al0.08 Cu0.84 Ce0.08 
Co0.775 Zr0.165 Mo0.06 
Co0.79 Zr0.05 Mo0.16 
Al0.25 Ni0.55 La0.2 
C0.14 Co0.46 Mo0.4 
Co0.78 Zr0.112 Mo0.108 
C0.18 Fe0.66 W0.16 
Al0.25 Co0.2 Y0.55 
Al0.3 Ni0.15 Zr0.55 
Mg0.3 Cu0.5 Nd0.2 
Al0.1 Ni0.6 Zr0.3 
V0.2 Ni0.54 Zr0.26 
C0.075 Co0.825 W0.1 
Al0.09 Ni0.62 Zr0.29 
P0.075 Cu0.8029999999999999 Ag0.122 
Mg0.5 Ni0.15 La0.35 
Si0.03 Ti0.13 Ni0.59 Zr0.16 Nb0.07 Sn0.02 
C0.08 Ni0.64 Mo0.28 
P0.18 Ni0.72 Ta0.1 
Ti0.21 Cu0.57 Nb0.22 
Fe0.63 Cu0.2 Ag0.17 
Al0.05 Ti0.075 Ni0.6 Zr0.2 Nb0.075 
B0.06 Fe0.78 Nd0.16 
Al0.12 Cu0.78 Nd0.1 
Al0.57 Ni0.06 La0.37 
Si0.165 Ni0.585 Pd0.25 
Ti0.3 Cu0.4 Zr0.3 
Al0.1 Cu0.8 La0.1 
Al0.08 Cu0.84 Nd0.08 
Mg0.3 Cu0.35 Ag0.35 
P0.07 Cu0.8079999999999999 Ag0.122 
C0.16 Co0.7 W0.14 
Al0.3 Ni0.14 Zr0.56 
V0.2 Ni0.53 Zr0.27 
Al0.25 Ni0.25 Zr0.5 
C0.125 Co0.75 W0.125 
C0.1 Ni0.58 Mo0.32 
Mg0.4 Ni0.3 La0.3 
Si0.15 Ti0.35 Nb0.5 
Mg0.2 Cu0.1 Zn0.2 Sr0.5 
Si0.2 Ti0.25 Zr0.55 
Al0.25 Ni0.2 Y0.55 
Al0.1 Cu0.8 Ce0.1 
Ti0.08 Cu0.75 Zr0.17 
P0.063 Cu0.815 Ag0.122 
Co0.757 Zr0.163 Mo0.08 
B0.2 Fe0.19 Zr0.61 
Co0.77 Zr0.05 Mo0.18 
V0.25 Ni0.45 Zr0.3 
Ti0.2 Cu0.55 Zr0.25 
Ti0.4 Cu0.32 Zr0.1 Pd0.18 
Al0.24 Co0.2 Y0.56 
Al0.06 Cu0.86 Ce0.08 
Mg0.2 Cu0.32 Y0.48 
Mg0.55 Ni0.1 Nd0.35 
Mg0.45 Ni0.25 Nd0.3 
Mg0.35 Ni0.4 Nd0.25 
Al0.2 Ni0.35 Zr0.45 
B0.2 Si0.15 Mo0.65 
Si0.18 Ti0.3 Nb0.52 
Si0.13 Ti0.37 Nb0.5 
P0.075 Cu0.785 Ag0.14 
Al0.55 Ni0.08 La0.37 
Al0.53 Ni0.11 La0.36 
Ti0.301 Cu0.399 Nb0.3 
Al0.1 Cu0.8 Nd0.1 
Al0.06 Cu0.86 Nd0.08 
Be0.225 Cu0.125 Zr0.65 
Co0.885 Zr0.055 W0.06 
Ti0.16 Ni0.59 Zr0.2 Sn0.05 
Ti0.043478260869565216 Ni0.11594202898550725 Cu0.6956521739130435 Zr0.14492753623188406 
Al0.15 Ni0.45 Zr0.4 
B0.05 Cu0.7 Zr0.25 
Ti0.25 Cu0.45 Zr0.3 
C0.06 Fe0.82 W0.12 
Co0.745 Zr0.125 Mo0.13 
Co0.74 Zr0.16 Mo0.1 
Co0.855 Zr0.095 W0.05 
Al0.2 Cu0.32 Y0.48 
Mg0.4 Cu0.3 La0.3 
Al0.6 La0.4 
Mg0.4 Ni0.3 Ce0.3 
Mg0.4 Y0.3 Ag0.3 
Ni0.6 Cu0.2 Zr0.2 
Al0.08 Cu0.82 Ce0.1 
Fe0.36 Cu0.49 Ag0.15 
Be0.18 Ni0.12 Cu0.14 Zr0.48 Nb0.08 
Mg0.231 Ca0.307 Ag0.462 
C0.14 Co0.72 W0.14 
Al0.5 Ni0.15 La0.35 
Mg0.45 Cu0.25 Nd0.3 
Al0.21 Ni0.59 La0.2 
Al0.25 Co0.2 Zr0.55 
Co0.85 Zr0.1 W0.05 
C0.05 Co0.85 W0.1 
Al0.05 Ti0.05 Ni0.6 Zr0.2 Nb0.1 
Co0.748 Zr0.052000000000000005 Mo0.2 
Si0.15 Ti0.3 Zr0.55 
Al0.4 Ni0.3 La0.3 
Al0.3 Ni0.1 Zr0.6 
Ni0.5 Cu0.3 Zr0.2 
Ti0.4 Cu0.3 Zr0.1 Pd0.2 
Al0.1 Ni0.55 Zr0.35 
Al0.06 Ni0.64 Zr0.3 
C0.18 Co0.66 W0.16 
Li0.05 Mg0.15 Zn0.2 Sr0.6 
Al0.3 Ni0.45 La0.25 
B0.17 Ni0.685 W0.145 
Si0.3 Ti0.08 Zr0.62 
Al0.02 Cu0.92 Ce0.06 
Al0.53 Ni0.1 La0.37 
Fe0.42 Cu0.41 Ag0.17 
Si0.25 Ti0.15 Zr0.6 
Al0.2 Ni0.6 La0.2 
Ni0.4 Cu0.4 Zr0.2 
Al0.08 Cu0.82 Nd0.1 
Al0.235 Ni0.235 Zr0.53 
V0.2 Ni0.48 Zr0.32 
Al0.05 Ni0.65 Zr0.3 
Al0.25 Ni0.2 Zr0.55 
B0.15 Si0.2 Mo0.65 
Cu0.87 Ag0.1 Ce0.03 
Be0.07 Al0.07 Cu0.43 Zr0.43 
Co0.72 Zr0.16 Mo0.12 
C0.14 Fe0.7 W0.16 
Al0.02 Cu0.92 Nd0.06 
B0.3 Mo0.7 
Ni0.3 Cu0.5 Zr0.2 
C0.15 Co0.7 W0.15 
Al0.04 Cu0.9 Nd0.06 
Al0.06 Cu0.84 Ce0.1 
Ti0.28800000000000003 Cu0.382 Nb0.33 
B0.047524752475247525 Fe0.8138613861386139 Nd0.13861386138613865 
B0.025 Cu0.8 Zr0.175 
Si0.16 Ti0.3 Nb0.54 
Al0.4 Cu0.3 La0.3 
Ti0.5 Zr0.5 
Si0.15 V0.3 Zr0.55 
Al0.28 Ni0.12 Zr0.6 
Al0.2 Ni0.3 Zr0.5 
Ni0.2 Cu0.6 Zr0.2 
Si0.15 Ti0.65 Ta0.2 
B0.16 Ni0.28 Zr0.56 
P0.27 Ni0.365 Pd0.365 
B0.22 Si0.1 Mo0.68 
C0.12 Co0.74 W0.14 
Fe0.85 Nd0.15 
Ni0.1 Cu0.7 Zr0.2 
Be0.25 Zr0.65 Nb0.1 
Si0.2 V0.25 Nb0.55 
V0.1 Ni0.6 Zr0.3 
B0.2 Si0.125 Mo0.675 
B0.05 Cu0.65 Zr0.3 
Co0.84 Zr0.1 W0.06 
Fe0.67 Cu0.1 Ag0.23 
Al0.06 Cu0.84 Nd0.1 
Co0.703 Zr0.157 Mo0.14 
Al0.2 Ni0.28800000000000003 Zr0.512 
Be0.25 Zr0.6 Nb0.15 
Al0.15 Ni0.4 Zr0.45 
Mg0.2 Cu0.05 Zn0.15 Sr0.6 
P0.2 Ni0.48 Pd0.32 
C0.16 Co0.68 W0.16 
Mg0.5 Ni0.15 Nd0.35 
Si0.2 Ti0.2 Zr0.6 
Mg0.4 Ni0.3 Nd0.3 
Cu0.8 Zr0.2 
Si0.15 Ti0.3 Nb0.55 
B0.17 Fe0.2 Zr0.63 
B0.03 Fe0.82 Nd0.15 
Mg0.15315315315315314 Ca0.3843843843843843 Ag0.4624624624624625 
P0.26 Ni0.37 Pd0.37 
Mg0.2317682317682317 Ca0.22977022977022976 Cu0.07692307692307691 Ag0.4615384615384615 
Al0.1 Ni0.5 Zr0.4 
B0.1 Si0.25 Mo0.65 
V0.25 Ni0.37 Zr0.38 
C0.07 Fe0.79 W0.14 
B0.075 Cu0.55 Zr0.375 
Al0.56 Ni0.04 La0.4 
B0.25 Si0.05 Mo0.7 
Al0.55 Ni0.05 La0.4 
Al0.2 Co0.25 Zr0.55 
Cu0.9 Ag0.05 Ce0.05 
Al0.05 Ti0.025 Ni0.6 Zr0.2 Nb0.125 
Al0.02 Cu0.9 Ce0.08 
Si0.18 Ni0.4920000000000001 Pd0.328 
Al0.45 Ni0.2 La0.35 
Al0.2 Cu0.6 La0.2 
Mg0.4 Y0.2 Ag0.4 
Co0.6859999999999999 Zr0.154 Mo0.16 
Al0.04 Cu0.88 Ce0.08 
C0.125 Co0.725 W0.15 
Al0.16 Ti0.0504 Ni0.1092 Cu0.1848 Zr0.4955999999999999 
Co0.868 Zr0.052000000000000005 W0.08 
Al0.35 Ni0.35 La0.3 
Al0.2 Co0.2 Cu0.05 Zr0.55 
Al0.25 Ni0.15 Zr0.6 
Al0.05 Ni0.6 Zr0.35 
Ti0.2 Cu0.45 Zr0.35 
Al0.2 Co0.225 Cu0.025 Zr0.55 
Ti0.1 Ni0.13 Cu0.47 Zr0.3 
Mg0.4 Cu0.3 Nd0.3 
Al0.2 Co0.175 Cu0.075 Zr0.55 
Ti0.1 Co0.05 Cu0.55 Zr0.3 
P0.25 Ni0.375 Pd0.375 
Al0.27 Ni0.1 Zr0.63 
Ti0.1 Cu0.6 Zr0.29 Sn0.01 
B0.16 Ni0.24 Zr0.6 
Si0.14 Ti0.3 Nb0.56 
Al0.19 Ni0.59 La0.22 
Al0.02 Cu0.9 Nd0.08 
B0.025 Cu0.75 Zr0.225 
Ti0.1 Ni0.05 Cu0.55 Zr0.3 
C0.175 Co0.65 W0.175 
Co0.8220000000000001 Zr0.112 W0.066 
Mg0.18 Zn0.22 Sr0.6 
Al0.19400000000000006 Co0.19400000000000006 Cu0.048500000000000015 Zr0.5335 Ag0.03 
Al0.198 Co0.198 Cu0.0495 Zr0.5445 Ag0.01 
C0.14 Co0.7 W0.16 
Al0.04 Cu0.88 Nd0.08 
Be0.0011098779134295226 Ti0.09988901220865704 Cu0.5993340732519423 Zr0.2996670366259712 
Ni0.7 Zr0.3 
Ti0.09998990001009997 Cu0.5999394000606 Zr0.2999697000303 Sn0.000100999899000101 
Ti0.09997959600081616 Cu0.599877576004897 Y0.00020403999183840035 Zr0.2999387880024485 
Ti0.1 Cu0.6 Zr0.3 
Mg0.5 Ni0.1 La0.4 
Si0.15 Ti0.25 Zr0.6 
Al0.2 Ni0.25 Zr0.55 
B0.22 Si0.08 Mo0.7 
Al0.19 Co0.19 Cu0.07 Zr0.55 
Cu0.89 Ag0.05 Ce0.06 
Co0.67 Zr0.15 Mo0.18 
B0.05 Cu0.6 Zr0.35 
B0.01 Cu0.75 Zr0.24 
Fe0.37 Cu0.42 Ag0.21 
C0.1 Fe0.74 W0.16 
B0.17 Ni0.665 W0.165 
Al0.15 Cu0.34 Y0.51 
Mg0.5 Cu0.1 La0.4 
V0.1 Ni0.55 Zr0.35 
Ni0.6 Cu0.1 Zr0.3 
Si0.165 Ni0.501 Pd0.334 
Al0.15 Ni0.35 Zr0.5 
Cu0.75 Zr0.25 
Fe0.02 Cu0.83 Ag0.15 
Be0.1 Al0.08 Cu0.2764 Zr0.46 Ag0.0836 
Al0.19399999999999998 Ni0.24800000000000005 Zr0.5579999999999999 
Mg0.2 Cu0.6 Nd0.2 
B0.2 Si0.1 Mo0.7 
V0.2 Ni0.4 Zr0.4 
Ti0.15 Cu0.5 Zr0.35 
Ni0.5 Cu0.2 Zr0.3 
Al0.14300000000000002 Ti0.051419999999999993 Ni0.11140999999999998 Cu0.18854 Zr0.5056299999999999 
Cu0.81 Ag0.15 Ce0.04 
Ni0.68 Zr0.32 
Fe0.37 Cu0.41 Ag0.22 
Al0.2 Cu0.25 Zr0.55 
P0.05 Ni0.85 Ta0.1 
Al0.56 Ni0.02 La0.42 
B0.08888888888888889 P0.13333333333333333 Cr0.15555555555555556 Fe0.04444444444444445 Mo0.5777777777777777 
Co0.782 Zr0.158 W0.06 
B0.075 Cu0.5 Zr0.425 
Al0.163 Ni0.12 Cu0.207 Zr0.51 
Co0.655 Zr0.145 Mo0.2 
Mg0.3 Ni0.4 La0.3 
Al0.3 Zr0.7 
Ni0.4 Cu0.3 Zr0.3 
Co0.805 Zr0.125 W0.07 
Al0.02 Ni0.66 Zr0.32 
Al0.57 La0.43 
Ti0.21 Cu0.39 Zr0.4 
P0.23 Ni0.385 Pd0.385 
B0.25 Fe0.05 Mo0.7 
C0.1 Co0.75 W0.15 
Mg0.15430861723446893 Ca0.3056112224448897 Cu0.07715430861723446 Ag0.4629258517034068 
Al0.02 Cu0.88 Ce0.1 
Ni0.67 Zr0.33 
Fe0.45 Cu0.31 Ag0.24 
Al0.27 Ni0.06 Zr0.67 
Mg0.45 Ni0.2 Nd0.35 
Ti0.2 Ni0.2 Cu0.2 Zr0.2 Nb0.2 
Si0.2 V0.2 Nb0.6 
Ni0.3 Cu0.4 Zr0.3 
C0.18 Fe0.62 W0.2 
Fe0.5 Cu0.25 Ag0.25 
Al0.26 Ni0.08 Zr0.66 
Al0.04 Cu0.86 Ce0.1 
B0.175 Si0.125 Mo0.7 
Mg0.4 Ni0.24 La0.36 
Al0.25 Ni0.1 Zr0.65 
Al0.05 Ni0.55 Zr0.4 
B0.16 Fe0.563 Nd0.277 
Si0.25 Ti0.08 Zr0.67 
C0.15 Co0.675 W0.175 
Ti0.11 Cu0.54 Zr0.35 
Al0.5 Ni0.1 La0.4 
Si0.2 Ti0.15 Zr0.65 
Ni0.2 Cu0.5 Zr0.3 
B0.025 Cu0.7 Zr0.275 
Mg0.11 Ca0.31 Zn0.4 Yb0.18 
Fe0.82 Nd0.18 
Ti0.21 Ni0.34 Zr0.45 
Ti0.07 Cu0.6 Zr0.33 
Al0.4 Ni0.25 La0.35 
Fe0.51 Cu0.23 Ag0.26 
Fe0.27 Cu0.51 Ag0.22 
Al0.02 Cu0.88 Nd0.1 
Si0.15 Ti0.25 Nb0.6 
Al0.5 Cu0.1 La0.4 
Mg0.45 Cu0.2 Nd0.35 
Al0.3 Ni0.4 La0.3 
Cr0.15 Ni0.45 Zr0.4 
Al0.2 Ni0.2 Zr0.6 
Ni0.65 Zr0.35 
B0.05 Cu0.55 Zr0.4 
Ni0.1 Cu0.6 Zr0.3 
C0.2 Co0.6 W0.2 
Mg0.4 Y0.1 Ag0.5 
Cu0.87 Ag0.05 Ce0.08 
B0.01 Cu0.7 Zr0.29 
Al0.04 Cu0.86 Nd0.1 
B0.15 Si0.15 Mo0.7 
Cu0.85 Ag0.1 Ce0.05 
P0.25 Ni0.6 Pt0.15 
Al0.15 Ni0.306 Zr0.544 
Ti0.16 Cu0.44 Zr0.4 
Mg0.3 Cu0.4 La0.3 
Al0.1 Ni0.7 La0.2 
Cu0.7 Zr0.3 
Al0.12000000000000002 Ti0.0528 Ni0.11440000000000004 Cu0.1936 Zr0.5192 
Al0.14285714285714285 Ti0.047619047619047616 Ni0.11428571428571427 Cu0.19047619047619047 Zr0.5047619047619047 
B0.185 Fe0.515 Nd0.3 
Al0.15 Ni0.3 Zr0.55 
Al0.1 Cu0.45 Zr0.45 
Co0.848 Zr0.052000000000000005 W0.1 
Al0.19 Co0.19 Cu0.0475 Zr0.5225000000000001 Ag0.05 
Cr0.1 Ni0.5 Zr0.4 
Cu0.86 Ag0.06 Ce0.08 
Al0.17 Ni0.59 La0.24 
Ni0.63 Zr0.37 
Al0.04 Ni0.61 Zr0.28 Nb0.07 
P0.2 Ni0.125 Cu0.3 Pd0.375 
C0.075 Co0.775 W0.15 
Al0.1 Fe0.3 Y0.6 
Mg0.3 Y0.5 Ag0.2 
V0.3 Ni0.2 Zr0.5 
Si0.15 Ti0.2 Zr0.65 
Al0.1 Ni0.4 Zr0.5 
Al0.15 Co0.075 Cu0.225 Zr0.55 
Ti0.1 Cu0.55 Zr0.3 Ag0.05 
B0.2 Si0.075 Mo0.725 
Ni0.9 Ta0.1 
Co0.7559999999999999 Mo0.16 Gd0.084 
Al0.15 Ni0.1 Cu0.19 Y0.02 Zr0.54 
Be0.43 Zr0.32 Hf0.25 
Ti0.25 Ni0.2475 Zr0.5025 
Cu0.84 Ag0.1 Ce0.06 
Mg0.45 Cu0.15 La0.4 
Al0.14996939400122425 Ni0.09997959600081616 Cu0.1999591920016323 Y0.00020403999183840035 Zr0.5498877780044888 
Al0.1499375260308205 Ni0.09995835068721366 Cu0.19991670137442727 Y0.0004164931278633903 Zr0.5497709287796751 
Al0.15 Co0.05 Cu0.25 Zr0.55 
Co0.78 Zr0.14 W0.08 
P0.21 Ni0.1 Cu0.3 Pd0.39 
C0.125 Co0.7 W0.175 
Al0.3 Cu0.4 La0.3 
Cr0.05 Ni0.55 Zr0.4 
Ni0.7 Cu0.2 Hf0.1 
Fe0.42 Cu0.31 Ag0.27 
P0.2 Ni0.4 Pd0.4 
Al0.06998934172461048 Si0.00015226107699335125 Cu0.4999238694615033 Zr0.4299345277368928 
Al0.07 Cu0.5 Zr0.43 
Al0.06998571720057131 Si0.00020403999183840035 Cu0.4998979800040808 Zr0.4299122628035095 
Al0.06999293000706999 Si0.000100999899000101 Cu0.4999495000504999 Zr0.42995657004343 
C0.18 Co0.62 W0.2 
P0.209 Ni0.101 Cu0.299 Pd0.391 
Al0.14 Ni0.1 Cu0.19 Y0.04 Zr0.53 
Al0.25 Ni0.05 Zr0.7 
Al0.154 Ni0.266 Zr0.58 
B0.1 Cu0.35 Zr0.55 
Al0.05 Ni0.5 Zr0.45 
Ti0.17 Cu0.39 Zr0.44 
Mg0.192 Ca0.231 Cu0.077 Ag0.5 
B0.025 Cu0.65 Zr0.325 
Mg0.231 Ca0.231 Ag0.5379999999999999 
Al0.1 Ti0.05 Ni0.146 Cu0.179 Zr0.525 
C0.05 Fe0.79 W0.16 
Al0.06997084548104958 Cr0.0004164931278633903 Cu0.4598084131611828 Y0.04997917534360683 Zr0.4198250728862974 
Al0.26 Ni0.04 Zr0.7 
B0.1 Si0.2 Mo0.7 
Si0.15 V0.2 Zr0.65 
Ni0.6 Cu0.3 Hf0.1 
Al0.18600000000000005 Co0.18600000000000005 Cu0.046500000000000014 Zr0.5115000000000001 Ag0.07 
Cu0.77 Ag0.2 Ce0.03 
Al0.07 Cu0.47 Zr0.43 Ag0.03 
Mn0.3 Ni0.231 Zr0.469 
Al0.15 Co0.025 Cu0.275 Zr0.55 
Al0.1 Ti0.053999999999999986 Ni0.11699999999999999 Cu0.198 Zr0.5309999999999999 
Al0.1 Ti0.054000000000000006 Ni0.117 Cu0.198 Zr0.531 
B0.05 Cu0.5 Zr0.45 
B0.25 Mo0.75 
Cu0.76 Ag0.2 Ce0.04 
Al0.1 Ti0.05 Ni0.12 Cu0.2 Zr0.53 
V0.25 Ni0.2475 Zr0.5025 
Al0.08 Cu0.46 Zr0.46 
Fe0.42 Cu0.3 Ag0.28 
Fe0.3 Cu0.44 Ag0.26 
Be0.06 Al0.08 Cu0.3164 Zr0.46 Ag0.0836 
Co0.764 Zr0.156 W0.08 
Mg0.5 Ni0.1 Nd0.4 
Fe0.8 Nd0.2 
Be0.2 Zr0.8 
Mg0.4 Ni0.25 Nd0.35 
Al0.2 Ni0.15 Zr0.65 
Ni0.6 Zr0.4 
Fe0.2 Cu0.4 Zr0.4 
C0.14 Fe0.66 W0.2 
B0.12 Si0.17 Mo0.71 
Al0.1 Cu0.36 Y0.54 
Al0.55 La0.45 
Ni0.5 Cu0.4 Hf0.1 
Al0.075 Cu0.4625 Zr0.4525 Sn0.01 
Al0.07 Cu0.46 Y0.03 Zr0.44 
Ni0.59 Zr0.4 Pd0.01 
Al0.45 Ni0.15 La0.4 
Co0.55 Zr0.45 
Cu0.65 Zr0.35 
P0.2 Ni0.15 Cu0.25 Pd0.4 
B0.12 Fe0.21 Zr0.67 
V0.25 Ni0.24 Zr0.51 
Si0.15 Cr0.2 Zr0.65 
V0.1 Ni0.45 Zr0.45 
B0.1 Ni0.3 Zr0.6 
Ni0.5 Cu0.1 Zr0.4 
Al0.35 Ni0.3 La0.35 
Be0.2 Zr0.7 Nb0.1 
Si0.2 V0.15 Nb0.65 
Ni0.4 Cu0.5 Hf0.1 
P0.2 Ni0.1 Cu0.3 Pd0.4 
Si0.165 Ni0.434 Pd0.401 
Al0.07 Cu0.46 Y0.02 Zr0.45 
Co0.54 Zr0.45 Pd0.01 
B0.17 Si0.1 Mo0.73 
B0.075 Si0.225 Mo0.7 
P0.2 Ni0.075 Cu0.325 Pd0.4 
Al0.07 Cu0.45 Zr0.45 Ag0.03 
Al0.25 Ni0.45 La0.3 
Be0.2 Zr0.65 Nb0.15 
Al0.07 Cu0.46 Y0.1 Zr0.37 
Al0.15 Ni0.25 Zr0.6 
Al0.2 Cu0.15 Zr0.65 
Cu0.64 Zr0.36 
Fe0.41 Cu0.3 Ag0.29 
Be0.2 Zr0.6 Nb0.2 
Ti0.17 Ni0.2 Cu0.14 Zr0.49 
Al0.2 Cr0.1 Zr0.7 
Al0.15 Ni0.6 La0.25 
Al0.1 Ti0.05 Ni0.1 Cu0.2 Zr0.55 
Al0.07 Cu0.46 Y0.05 Zr0.42 
Al0.1 Cu0.7 La0.2 
Ni0.6 Zr0.2 Nb0.2 
Ni0.4 Cu0.2 Zr0.4 
Co0.8 Zr0.1 W0.1 
C0.05 Co0.8 W0.15 
P0.1 Ni0.55 Pd0.35 
P0.2 Cu0.4 Pd0.4 
Ni0.3 Cu0.6 Hf0.1 
Li0.11 Mg0.09 Ca0.2 Zn0.2 Sr0.2 Yb0.2 
Fe0.4 Cu0.31 Ag0.29 
Fe0.3 Ni0.231 Zr0.469 
P0.18 Ni0.41 Pd0.41 
C0.16 Co0.64 W0.2 
Ni0.6 Zr0.15 Nb0.25 
Al0.07 Cu0.46 Zr0.47 
Si0.1 Ti0.24 Zr0.66 
Al0.1 Ni0.35 Zr0.55 
Ni0.6 Zr0.1 Nb0.3 
Ni0.3 Cu0.3 Zr0.4 
Fe0.1 Cu0.5 Zr0.4 
Ni0.2 Cu0.7 Hf0.1 
V0.2 Ni0.29 Zr0.51 
Fe0.79 Nd0.21 
Ti0.075 Cu0.5 Zr0.425 
Si0.01 Ti0.07425 Cu0.495 Zr0.42075 
Ni0.6 Zr0.05 Nb0.35 
Al0.05 Cu0.5 Zr0.45 
B0.05 Si0.25 Mo0.7 
Si0.15 Ti0.2 Nb0.65 
Si0.006000000000000001 Ti0.0741 Cu0.4940000000000001 Zr0.4199 Sn0.006000000000000001 
Al0.07 Cu0.45 Zr0.48 
Mg0.16666666666666666 Ca0.16666666666666666 Cu0.16666666666666666 Zn0.16666666666666666 Sr0.16666666666666666 Yb0.16666666666666666 
Si0.2 Ti0.09 Zr0.71 
Cu0.62 Zr0.38 
Fe0.07 Cu0.53 Zr0.4 
Mg0.4 Ni0.2 La0.4 
Mg0.3 Cu0.4 Nd0.3 
B0.1 Cu0.3 Zr0.6 
Al0.15 Cu0.25 Zr0.6 
Ni0.6 Nb0.4 
Ni0.2 Cu0.4 Zr0.4 
B0.2 Si0.05 Mo0.75 
Fe0.4 Cu0.3 Ag0.3 
Al0.06 Cu0.47 Zr0.47 
Ti0.14 Ni0.2 Cu0.17 Zr0.49 
Ti0.07 Cu0.54 Zr0.33 Ag0.06 
Cu0.575 Ga0.05 Zr0.375 
Fe0.27 Cu0.45 Ag0.28 
B0.025 Cu0.6 Zr0.375 
Ti0.2 Ni0.264 Zr0.536 
Al0.1 Ti0.05 Ni0.08 Cu0.2 Zr0.57 
Al0.07 Cu0.43 Zr0.48 Ag0.02 
Al0.25 Zr0.75 
Al0.05 Ni0.45 Zr0.5 
Fe0.05 Cu0.55 Zr0.4 
C0.15 Co0.65 W0.2 
Ni0.59 Nb0.4 Ir0.01 
Al0.09980039920159682 Ni0.14570858283433136 Cu0.17864271457085829 Zr0.5259481037924153 Nb0.04990019960079841 
P0.17 Ni0.415 Pd0.415 
Mg0.115 Ca0.308 Cu0.077 Ag0.5 
Mn0.25 Ni0.2475 Zr0.5025 
Al0.07 Cu0.42 Zr0.48 Ag0.03 
Al0.15 Ni0.59 La0.26 
Mg0.154 Ca0.308 Ag0.5379999999999999 
B0.05 Cu0.45 Zr0.5 
Ni0.1 Cu0.5 Zr0.4 
Mg0.3 Y0.4 Ag0.3 
P0.2 Ni0.1 Cu0.275 Pd0.425 
B0.01 Cu0.6 Zr0.39 
Ti0.1 Ni0.05 Cu0.45 Zr0.3 Ag0.1 
P0.2 Ni0.075 Cu0.3 Pd0.425 
B0.08 Ni0.32 Zr0.6 
Ti0.1 Cu0.44 Zr0.46 
Ni0.57 Nb0.4 Pt0.03 
Mg0.231 Ca0.154 Cu0.077 Ag0.5379999999999999 
Al0.24 Ni0.02 Zr0.74 
Si0.15 Ti0.15 Zr0.7 
Cr0.15 Ni0.35 Zr0.5 
Al0.2 Ni0.1 Zr0.7 
Al0.1 Ni0.05 Cu0.3 Zr0.55 
Cu0.6 Zr0.4 
Mg0.4 Cu0.2 La0.4 
Ti0.1 Cu0.5 Zr0.3 Ag0.1 
P0.2 Ni0.64 Pt0.16 
P0.2 Ni0.1 Cu0.27 Pd0.43 
Al0.1 Ni0.324 Zr0.5760000000000001 
Co0.82 Zr0.06 W0.12 
V0.2 Ni0.264 Zr0.536 
Cu0.79 Ag0.15 Ce0.06 
Fe0.01 Cu0.59 Zr0.4 
C0.14 Co0.66 W0.2 
B0.17 Si0.08 Mo0.75 
Al0.125 Si0.125 Ti0.125 V0.125 Zr0.125 Nb0.125 Mo0.125 Ta0.125 
Mg0.1 Cu0.7 Nd0.2 
Cu0.55 Ga0.05 Zr0.4 
P0.18 Ni0.1 Cu0.3 Pd0.42 
Si0.165 Ni0.4 Pd0.435 
B0.075 Cu0.35 Zr0.575 
Fe0.25 Ni0.2475 Zr0.5025 
Fe0.03 Cu0.57 Zr0.4 
Al0.15 Ni0.2 Zr0.65 
Cu0.525 Ga0.075 Zr0.4 
Al0.5 Ni0.05 La0.45 
Si0.17 Ti0.15 Nb0.68 
Al0.4 Ni0.2 La0.4 
Al0.1 Cu0.4 Zr0.4 Ag0.1 
Fe0.32 Cu0.37 Ag0.31 
Cr0.2 Ni0.264 Zr0.536 
Co0.75 Zr0.15 W0.1 
B0.15 Si0.1 Mo0.75 
Ni0.6 Nb0.35 Sn0.05 
Al0.3 Ni0.35 La0.35 
Cu0.57 Zr0.42 Nb0.01 
Al0.2 Ni0.5 La0.3 
Al0.15 Mn0.15 Zr0.7 
Co0.3 Ni0.2 Zr0.5 
Al0.1 Ni0.3 Zr0.6 
Ni0.25 Cu0.3 Zr0.45 
Cu0.8 Ag0.1 Ce0.1 
P0.15 Ni0.425 Pd0.425 
P0.02 Cu0.56 Zr0.42 
Cu0.564 Zr0.426 Nb0.01 
Al0.1 Ni0.65 La0.25 
B0.1 Cu0.25 Zr0.65 
Al0.15 Cu0.2 Zr0.65 
Ni0.2 Cu0.35 Zr0.45 
P0.2 Ni0.1 Cu0.25 Pd0.45 
P0.25 Ni0.25 Pd0.5 
Al0.096 Ti0.04 Ni0.125 Cu0.173 Zr0.5660000000000001 
Al0.121 Ni0.1745 Cu0.0795 Zr0.625 
Ti0.22399999999999998 Cu0.2 Zr0.5760000000000001 
Cu0.525 Ga0.05 Zr0.425 
C0.125 Co0.675 W0.2 
Cu0.57 Zr0.38 Nb0.05 
Al0.08 Cu0.42 Zr0.42 Ag0.08 
B0.0099009900990099 Al0.099009900990099 Ni0.12475247524752475 Cu0.15247524752475247 Zr0.5643564356435643 Nb0.049504950495049514 
B0.025 Cu0.55 Zr0.425 
Si0.1 Ti0.2 Zr0.7 
Al0.4 Cu0.2 La0.4 
Si0.2 V0.1 Nb0.7 
Ni0.15 Cu0.4 Zr0.45 
P0.2 Ni0.05 Cu0.3 Pd0.45 
B0.06 Ni0.34 Zr0.6 
Cu0.57 Zr0.33 Nb0.1 
